Airdate,Animation,Animation Supervisor,Copyright year,Creative,Episode №,Guest(s),Line Producer,Main,Next,Previous,Production code,Running time,Season №,Sister episode(s),Storyboard,Storyboard Artist(s),Supervising,Supervising Producer(s),Technical,U.S. premiere time (ET),U.S. viewers (millions),Writer(s),characters,title
"November 21, 2007",Tom Yasumi,,2007,Vincent Waller,99a,"Mark Fite as Guy Fish, Fish #2",,,"""SpongeHenge""","""What Ever Happened to SpongeBob?""",151-540,"10 minutes, 45 seconds",5,"""SpongeHenge""","['Charlie Bean', 'Aaron Springer']",,,Paul Tibbitt,,8:15 pm,4.08,"['Charlie Bean', 'Aaron Springer', 'Steven Banks']","Squidward Tentacles, Patrick Star, SpongeBob SquarePants, Therapist, Incidentals, Incidental 107, Incidental 40, Lenny, Incidental 37B, Incidental 45, Incidental 116, Incidental 49, Mabel, Fred, Troutenheimer, Carol, Incidental 15, Incidental 48, Incidental 64, Incidental 46, Incidental 39, Incidental 14, Incidental 63, Incidental 7, Incidental 150, Incidental 8, Mary, Incidental G3, Billy, Incidental 42, Incidental 104, Incidental 93, Incidental 60, Incidental 41, Incidental 12, Tom, Incidental 92, Frank, Incidental 85, Incidental 27, Incidental 3, John, Incidental 21, Incidental 37A, Incidental 47, Dale, Steven, Incidental 105, Incidental 9, Incidental 106, Incidental 68, Incidental 69, Charlie, Incidental 67, Incidental 13, Sandals, Incidental 31, Harris, Harold, Scooter, Incidental 103, Incidental 153, Incidental 18, Incidental 16, Incidental 94, Incidental 10, Incidental 24, Incidental 118, Incidental 20, Incidental 152, Incidental 151, Incidental 102, Incidental 154, Incidental 37B, Incidental 2, King Neptune, Purple teen fish, Scallops and clams, Granny Tentacles, Eugene H. Krabs, Gary the Snail, Big fish four-eyes",The Two Faces of Squidward
"November 23, 2007",Andrew Overtoom,,2007,Vincent Waller,99b,Paul Tibbitt as the moon,,,"""Banned in Bikini Bottom""","""The Two Faces of Squidward""",151-532,11 minutes,5,"""The Two Faces of Squidward""","['Casey Alexander', 'Zeus Cervas']",,,Paul Tibbitt,,9:00 pm,4.29,"['Casey Alexander', 'Zeus Cervas', 'Richard Pursel']","King Neptune, King Poseidon, SpongeBob SquarePants, Jellyfish, Sparky, Moon, Paul Tibbitt, Mr. Sun, Dee Bradley Baker, Eugene H. Krabs, Squidward Tentacles, Incidentals, Incidental 41, Incidental 45, Incidental 16, Incidental 31, Incidental 37A, Incidental 47, Incidental 14, Incidental 64, Incidental 48, Incidental 60, Patrick Star, Bob Preflumster, Barbara, French Narrator, Stone SpongeBob, SpongeHenge sponges, Aliens",SpongeHenge
"November 21, 2007",Alan Smart,,2007,Vincent Waller,100a,"['Andrea Martin as Miss Gristlepuss', 'Mark Fite as Fish #2']",,,"""Stanley S. SquarePants""","""SpongeHenge""",151-539,"10 minutes, 56 seconds",5,"""Stanley S. SquarePants""",Aaron Springer,,,Paul Tibbitt,,8:45 pm,4.26,"['Aaron Springer', 'Steven Banks']","SpongeBob SquarePants, Squidward Tentacles, Miss Gristlepuss, Miss Gristlepuss' sisters, Eugene H. Krabs, Al Gristlepuss, Patrick Star, Sheldon J. Plankton, Karen Plankton, Incidentals, Carol, Harold, Incidental 41, Incidental 14, Incidental 64, Incidental 48, Incidental 30, Incidental 42, Incidental 27, Incidental 68, Incidental 46, Incidental 91, Incidental 12, Incidental 107, Incidental 106, Incidental 37B, Incidental 7, Incidental 67, Incidental 37A, Incidental 23, Dale, Judy, Scooter, Steven, Incidental 63, Incidental 49, Incidental 105, Incidental G19, Incidental 1C, Gary the Snail, Shelley, SWAT team",Banned in Bikini Bottom
"November 23, 2007",Andrew Overtoom,,2007,Vincent Waller,100b,Christopher Guest as Stanley S. SquarePants,,,"""House Fancy""","""Banned in Bikini Bottom""",151-533,11 minutes,5,"""Banned in Bikini Bottom""","['Luke Brookshier', 'Nate Cash']",,,Paul Tibbitt,,9:30 pm,4.26,"['Luke Brookshier', 'Nate Cash', 'Eric Shaw']","SpongeBob SquarePants, Stanley S. SquarePants, Sherm SquarePants, Eugene H. Krabs, Squidward Tentacles, King Neptune, Mover, Sandy Cheeks, Patrick Star, Incidentals, Incidental 41, Incidental 40, Incidental 30, Incidental 31, Incidental 14, Incidental 36, Incidental 67, Incidental 68, Incidental 63, Incidental 37B, Incidental 13, Incidental 73, Incidental 17, Incidental 45, Incidental 64, Incidental 12, Incidental 48, Incidental 108, Incidental 107, Incidental 106, Incidental 42, Fred, Incidental 37A, Incidental 21, Incidental 3, Incidental 27, Incidental 5, Incidental 7, Incidental 46, Incidental 47, Incidental 8, Incidental 2, Sandy's cousin, Squidward's teenage cousin, Mr. Krabs' three nephews, Spat, Sheldon J. Plankton",Stanley S. SquarePants
"June 6, 2008",Tom Yasumi,,2008,Vincent Waller,101a,Alton Brown as Nicholas Withers,,,"""Krabby Road""","""Stanley S. SquarePants""",193-603,11 minutes,6,"""Krabby Road""",Aaron Springer,,,Paul Tibbitt,,5:00 pm,3.50,"['Aaron Springer', 'Dani Michaeli']","Squidward Tentacles, Nicholas Withers, Squilliam Fancyson, SpongeBob SquarePants, Cops, Patrick Star, Squidward's toilet",House Fancy
"March 3, 2008",Alan Smart,,2008,Vincent Waller,101b,,,,"""Penny Foolish""","""House Fancy""",193-602,"11 minutes, 7 seconds",6,"""House Fancy""","['Luke Brookshier', 'Nate Cash']",,,Paul Tibbitt,,5:00 pm,4.70,"['Luke Brookshier', 'Nate Cash', 'Eric Shaw']","Incidentals, Incidental 154, Incidental 119, Incidental 118, Greaser fish, Finback fish, Popeye fish, Tattoo thug, Sheldon J. Plankton, Karen Plankton, Jellyfish, Octopus, SpongeBob SquarePants, Eugene H. Krabs, Patrick Star, Squidward Tentacles, Gary the Snail, French Narrator",Krabby Road
"March 7, 2008",Alan Smart,,2008,Vincent Waller,102a,,,,"""Nautical Novice""","""Krabby Road""",193-606,11 minutes,6,"""Nautical Novice""",Aaron Springer,,,Paul Tibbitt,,5:00 pm,4.68,"['Aaron Springer', 'Dani Michaeli']","Eugene H. Krabs, SpongeBob SquarePants, SpongeBob's brain, Incidentals, Incidental 104, Incidental 114, Incidental 115, Incidental 42, Incidental 92, Incidental 14, Incidental 40, Incidental 47, Incidental K1, Incidental 1D, Incidental 49, Incidental 27, Incidental 45, Incidental 37B, Incidental 64, Squidward Tentacles, Bikini Bottom Construction Company, Construction foreman, Short construction worker, Patrick Star, Incidental K1's mother, Gary the Snail",Penny Foolish
"March 29, 2008",Tom Yasumi,,2008,Vincent Waller,102b,,,,"""Spongicus""","""Penny Foolish""",193-607,11 minutes,6,"""Penny Foolish""","['Casey Alexander', 'Zeus Cervas']",,,Paul Tibbitt,,7:30 pm,4.47,"['Casey Alexander', 'Zeus Cervas', 'Derek Iversen']","Incidentals, Incidental 2, Incidental 104, Incidental 14, Incidental 67, Incidental 27, Incidental 37B, Harris, Incidental 150, Incidental 118, Incidental 107, Mrs. Puff, SpongeBob SquarePants, King Neptune, Gary the Snail, French Narrator, Clam, Jellyfish",Nautical Novice
"March 29, 2008",Andrew Overtoom,,2008,Vincent Waller,103a,Sirena Irwin as Betsy Krabs,,,"""Suction Cup Symphony""","""Nautical Novice""",193-601,11 minutes,6,"""Suction Cup Symphony""","['Casey Alexander', 'Zeus Cervas']",,,Paul Tibbitt,,7:45 pm,4.47,"['Casey Alexander', 'Zeus Cervas', 'Richard Pursel']","Squidward Tentacles, SpongeBob SquarePants, Eugene H. Krabs, Sheldon J. Plankton, Incidentals, Incidental 48, Incidental 34, Incidental 65, Incidental 14, Incidental 4, Incidental 40, Incidental 106, Incidental 104, Incidental 45, Incidental 60, Incidental 8, Incidental 42, Incidental 64, Fred, Incidental 154, Incidental 69, Incidental 105, Incidental 37B, Incidental 7, Incidental 12, Incidental 108, Incidental 92, Incidental 10, Incidental 107, Sandals, Incidental 102, Incidental 31, Incidental 18, Incidental 27, Carol, Incidental 46, Old Man Walker, Incidental 36, Incidental F18, Incidental 155, Incidental 119, Incidental 115, Incidental 13, Incidental 15, Incidental 41, Incidental 73, Incidental 17, Incidental 90, Dodo, Incidental 150, Incidental 153, Incidental 151, Incidental 63, Scooter, Incidental 81, Incidental 6, Lenny, Popeye fish, Incidental 2, Charlie, Incidental 24, Incidental 47, Incidental 16, Incidental 28, Incidental 68, Incidental 103, Incidental 49, Incidental 30, Judge 1, Karen Plankton, Betsy Krabs, Lion fish, Patrick Star, Seahorses, Jellyfish, Pearl Krabs",Spongicus
"March 6, 2008",Andrew Overtoom,,2008,Vincent Waller,103b,,,,"""Not Normal""","""Spongicus""",193-605,"10 minutes, 53 seconds",6,"""Spongicus""","['Luke Brookshier', 'Nate Cash']",,,Paul Tibbitt,,5:00 pm,3.44,"['Luke Brookshier', 'Nate Cash', 'Richard Pursel']","Squidward Tentacles, SpongeBob SquarePants, Mario, Construction foreman, Short construction worker, Incidentals, Incidental 37A, Incidental 27, Incidental 40, Incidental 85, Incidental 41, Incidental 49, Incidental 6, Incidental 151, Incidental 108, Incidental 63, Incidental 65, Incidental 22, Incidental 18, Incidental 8, Scooter, Incidental 73, Incidental 103, Anchovy, Sandals, Incidental 150, Incidental 31, Incidental 92, Incidental 37B, Incidental 4, Incidental 10, Incidental 105, Fred, Incidental 36, Incidental 3, Incidental 9, Incidental 5, Incidental 68, Incidental 7, Incidental 60, Incidental 17, Incidental 45, Incidental 106, Incidental 46, Incidental 67, Incidental 47, Incidental 104, Incidental 14, Incidental 42, Incidental 107, Incidental 91, Old Man Walker, Incidental 12, Incidental 2, Incidental 20, Incidental 13, Incidental 102, Incidental 93, Incidental 48, Incidental 155, Incidental 64, Incidental 16, Incidental F18, Incidental 95, Judge 1, Patrick Star, Maestro, Realistic Fish Head, Teen 1, Teen 1, Teen 3, Teen 4, Incidental K1's mother, Richard A. Bottomfeeder",Suction Cup Symphony
"March 4, 2008",Andrew Overtoom,,2008,Vincent Waller,104a,,,,"""Gone""","""Suction Cup Symphony""",193-604,11 minutes,6,"""Gone""","['Casey Alexander', 'Zeus Cervas']",,,Paul Tibbitt,,5:00 pm,4.05,"['Casey Alexander', 'Zeus Cervas', 'Derek Iversen']","Squidward Tentacles, SpongeBob SquarePants, Video narrator, Gary the Snail, Mr. Normal, Eugene H. Krabs, French Narrator, Incidentals, Incidental 40, Incidental 42, Incidental 31, Incidental 14, Incidental 105, Incidental 21, Incidental 82, Incidental 37B, Incidental 15, Incidental 41, Incidental 154, Incidental 81, Incidental 151, Incidental 63, Incidental 47, Incidental 27, Incidental 48, Incidental 45, Incidental 153, Incidental 152, Patrick Star, Squog, Sea monkey, Jellyfish",Not Normal
"March 5, 2008",Alan Smart,,2008,Vincent Waller,104b,,,,"""The Splinter""","""Not Normal""",193-608,11 minutes,6,"""Not Normal""","['Luke Brookshier', 'Nate Cash']",,,Paul Tibbitt,,5:00 pm,3.85,"['Luke Brookshier', 'Nate Cash', 'Steven Banks']","SpongeBob SquarePants, Shelley, Gary the Snail, Squidward Tentacles, Boaty, Jellyfish, French Narrator, Eugene H. Krabs, Patrick Star, Sandy Cheeks, Mrs. Puff, Incidentals, Incidental 6, Incidental 7, Incidental 40, Incidental 41, Incidental 4, Fred, Incidental 46, Incidental 49, Incidental 67, Incidental 45, Incidental 37B, Anchovies, Incidental 30, Incidental 115, Incidental 42, Incidental 14, Incidental 37A, Incidental 9, Incidental 27, Incidental 22, Incidental 5, Incidental 85, Incidental 11, Incidental 20, Incidental 64, Incidental 152, Incidental 108, Incidental 107, Incidental 103, Incidental 48, Incidental 34",Gone
"June 2, 2008",Tom Yasumi,,2008,Vincent Waller,105a,,,,"""Slide Whistle Stooges""","""Gone""",193-618,11 minutes,6,"""Slide Whistle Stooges""","['Nate Cash', 'Sean Charmatz']",,,Paul Tibbitt,,5:00 pm,3.77,"['Nate Cash', 'Sean Charmatz', 'Steven Banks']","Eugene H. Krabs, SpongeBob SquarePants, Squidward Tentacles, Incidentals, Incidental 41, Incidental 22, Incidental 48, Incidental 92, Incidental 60, Incidental 107, Patrick Star, King Neptune",The Splinter
"November 8, 2008",Alan Smart,,2008,Vincent Waller,105b,Mark Fite as Fish #92 and Fish #114,,,"""A Life in a Day""","""The Splinter""",193-613,"11 minutes, 6 seconds",6,"""The Splinter""","['Casey Alexander', 'Zeus Cervas']",,,Paul Tibbitt,,6:45 pm,4.51,"['Casey Alexander', 'Zeus Cervas', 'Derek Iversen']","Squidward Tentacles, Patrick Star, SpongeBob SquarePants, Giant clam, Billy, Incidentals, Fred, Incidental 1C, Incidental 92, Incidental 47, Incidental 42, Incidental 105, Incidental 45, Incidental 27, Incidental 24, Incidental 7, Anchovies, Incidental 114, Incidental 30, Incidental 64, Incidental 63, Incidental 40, Incidental 46, Scooter, Incidental 31, Incidental 9, Incidental 107, Incidental 2, Incidental 108, Incidental 41, Incidental 49, Incidental 118, Incidental 155, Incidental 60, Incidental 106, Incidental 103, Incidental 48, Incidental 69, Sandals, Incidental 14, Incidental 80, Incidental 73, Incidental 6, Incidental 116, K-9 Unit, SWAT Member, Trucker, Eugene H. Krabs, Sheldon J. Plankton",Slide Whistle Stooges
"June 4, 2008",Andrew Overtoom,,2008,Vincent Waller,106a,,,,"""Sun Bleached""","""Slide Whistle Stooges""",193-616,11 minutes,6,"""Sun Bleached""",Chris Reccardi,,,Paul Tibbitt,,5:00 pm,3.06,"['Chris Reccardi', 'Dani Michaeli']","Patrick Star, SpongeBob SquarePants, Larry the Lobster, Incidentals, Incidental 108, Incidental 45, Incidental 103, Incidental 41, Sandals, Incidental 150, Incidental 153, Incidental 152, Incidental 42, Incidental 14, Incidental 107, Incidental 40, Incidental 151, Incidental 67, Incidental 49, Incidental 9, Incidental 106, Incidental 47, Incidental 48, Incidental 37B, Incidental 46, Incidental 27, Incidental 2, Incidental 92, Incidental 37A, Incidental 13, Incidental 155, Incidental 60, Incidental 6, Incidental 31, Incidental 105, Incidental 93, Incidental 73, Scooter, Charlie, Incidental 64, Incidental 12, Fred, Seahorses, Trench monsters, Finback fish, Finback fish, Gaptooth thug, Popeye fish, Greaser fish, Hate fish",A Life in a Day
"June 5, 2008",Tom Yasumi,,2008,Vincent Waller,106b,Don Newhouse as Don,,,"""Giant Squidward""","""A Life in a Day""",193-612,11 minutes,6,"""A Life in a Day""","['Luke Brookshier', 'Nate Cash']",,,Paul Tibbitt,,5:00 pm,3.41,"['Luke Brookshier', 'Nate Cash', 'Richard Pursel']","Patrick Star, SpongeBob SquarePants, Craig Mammalton, Incidentals, Incidental 37B, Sandals, Incidental 152, Incidental 65, Incidental 14, Incidental 67, Incidental 9, Incidental 13, Scooter, Incidental 12, Incidental 73, Carol, Incidental 92, Incidental 20, Incidental 104, Incidental 46, Incidental 47, Incidental 24, Charlie, Incidental 60, Incidental 27, Incidental 11, Incidental 7, Incidental 31, Incidental 49, Incidental 41, Incidental 45, Incidental 8, Incidental 2, Incidental 108, Steven, Incidental 3, Incidental 15, Anchovies, Incidental 30, Incidental 30A, Incidental 115, Incidental 114, Incidental 157, Incidental 69, Incidental 90, Incidental 42, Incidental 94, Incidental 107, Incidental 21, Incidental 36, Incidental 82, Incidental 103, Incidental 17, Incidental 32, Fred, Incidental 155, Incidental 106, Incidental 68, Old Man Walker, Incidental 48, John, Incidental 40, Incidental 29, Incidental 105, Incidental 28, Incidental 6, Incidental 102, Incidental 16, Incidental 64, Incidental 37A, Incidental 18, Incidental 153, Incidental 151, Incidental 150, Incidental 87, Incidental 10, Incidental 119, Don, French Narrator, Squidward Tentacles",Sun Bleached
"June 3, 2008",Alan Smart,,2008,Vincent Waller,107a,"Mark Fite as Fish #46, Fish #14, and Ski Fish",,,"""No Nose Knows""","""Sun Bleached""",193-614,"11 minutes, 5 seconds",6,"""No Nose Knows""","['Luke Brookshier', 'Nate Cash']",,,Paul Tibbitt,,5:00 pm,3.81,"['Luke Brookshier', 'Nate Cash', 'Richard Pursel']","Squidward Tentacles, Patrick Star, SpongeBob SquarePants, Clam, Gary the Snail, Eugene H. Krabs, Squidward's lawyers, Incidentals, Incidental 103, Incidental 7, Incidental 41, Incidental 40, Incidental 46, Incidental 49, Incidental 47, Incidental 45, Incidental 42, Incidental 49A, Incidental 60, Incidental 5, Incidental 92, Incidental 152, Incidental 107, Incidental 14, Fred, Incidental 85, Incidental 93, Scooter, Incidental 8, Incidental 155, Incidental 92, Incidental 5, Incidental 65, Old Man Walker, Incidental 9, Incidental 108, Incidental 67, Incidental 73, Incidental 151, Incidental 94, Kid 1, Barney, Ted, Sandals, Shelley",Giant Squidward
"August 4, 2008",Andrew Overtoom,,2008,Vincent Waller,107b,,,,"""Patty Caper""","""Giant Squidward""",193-617,11 minutes,6,"""Giant Squidward""","['Casey Alexander', 'Zeus Cervas']",,,Paul Tibbitt,,6:00 pm,3.75,"['Casey Alexander', 'Zeus Cervas', 'Derek Iversen']","Squidward Tentacles, Nautical Mart, SpongeBob SquarePants, Patrick Star, Patrick's nose, Eugene H. Krabs, Surgeon, French Narrator, Incidentals, Incidental 40, Incidental 46, Incidental 153, Incidental 49, Incidental 31, Fred, Troutenheimer, Incidental 41, Incidental 2, Incidental 14, Dale, Incidental 42, Incidental 105, Incidental 8, Scooter, Incidental 150, Incidental 64, Incidental 103, Incidental 106, Steven, Incidental 92, Incidental 107, Incidental 7, Incidental 60, Sandy Cheeks, Grandma SquarePants, King Neptune",No Nose Knows
"August 5, 2008",Andrew Overtoom,,2008,Vincent Waller,108a,,,,"""Plankton's Regular""","""No Nose Knows""",193-611,11 minutes,6,"""Plankton's Regular""","['Casey Alexander', 'Zeus Cervas']",,,Paul Tibbitt,,6:00 pm,3.60,"['Casey Alexander', 'Zeus Cervas', 'Eric Shaw']","Squidward Tentacles, Eugene H. Krabs, SpongeBob SquarePants, SWAT Team, Patrick Star, Karen Plankton, Sheldon J. Plankton, Sandy Cheeks, Gary the Snail, Horace A. Whopper, Incidentals, Fred, Incidental 1C, Incidental 48, Incidental 37A, Incidental 7, Incidental 104, Incidental 36, Incidental 60, Incidental 42, Incidental 45, Incidental 107, Incidental 40, Incidental 106, Incidental 118, Incidental 118B, Incidental 67, Incidental 114, Incidental 115, Incidental 15, Incidental 45, Incidental 11, Incidental 150, Incidental 6, Incidental 12, Incidental 46",Patty Caper
"August 6, 2008",Tom Yasumi,,2008,Vincent Waller,108b,,,,"""Boating Buddies""","""Patty Caper""",193-615,11 minutes,6,"""Patty Caper""","['Casey Alexander', 'Zeus Cervas']",,,Paul Tibbitt,,6:00 pm,3.58,"['Casey Alexander', 'Zeus Cervas', 'Dani Michaeli']","Sheldon J. Plankton, Karen Plankton, French Narrator, Eugene H. Krabs, SpongeBob SquarePants, Incidentals, Incidental 41, Incidental 104, Incidental 92, Incidental 107, Incidental 40, Incidental 64, Dale, Incidental 102, Incidental 42, Incidental 37B, Incidental 25, Incidental 26",Plankton's Regular
"August 7, 2008",Andrew Overtoom,,2008,Vincent Waller,109a,"Mark Fite as Nerd 2, Student #1 and Pirate Student #6",,,"""The Krabby Kronicle""","""Plankton's Regular""",193-620,11 minutes,6,"""The Krabby Kronicle""",Aaron Springer,,,Paul Tibbitt,,6:00 pm,3.52,"['Aaron Springer', 'Richard Pursel']","Gary the Snail, SpongeBob SquarePants, Squidward Tentacles, Eugene H. Krabs, Highway Speed Patrol, Mrs. Puff, Incidentals, Incidental 104, Incidental 105, Incidental 107, Incidental 67, Incidental 18, Incidental 37B, Incidental 7, Incidental 73, Incidental 42, Incidental 37A, Incidental 40, Incidental 115, Incidental 106, Incidental 27, Incidental 64, Incidental 8, Incidental 9, Incidental 92, Incidental 60, Incidental 68, Incidental 154, Mohawk brute 1, Jellyfish, Grandma, Nerd 2, Fish cowboy",Boating Buddies
"August 8, 2008",Tom Yasumi,,2008,Vincent Waller,109b,,,,"""The Slumber Party""","""Boating Buddies""",193-622,"11 minutes, 6 seconds",6,"""Boating Buddies""","['Casey Alexander', 'Zeus Cervas']",,,Paul Tibbitt,,6:00 pm,3.29,"['Casey Alexander', 'Zeus Cervas', 'Derek Iversen']","SpongeBob SquarePants, Eugene H. Krabs, Squidward Tentacles, Bank robber, Mohawk brute 1, Tattoo thug, Sewer monster, Patrick Star, Pole, Incidentals, Incidental 107, Incidental 41, Incidental 48, Incidental 49, Incidental 87, Incidental 37A, Incidental 42, Incidental 27, Incidental 45, Incidental 46, Incidental 40, Incidental 106, Dodo, Charlie, Incidental 73, Incidental 90, Incidental 37B, The Neptunian Science Committee, Incidental 47, Incidental 92, Incidental 63, Fred, Old Man Walker, Incidental 3, Incidental 31, Incidental 12, Incidental 30, John, Incidental 13, Incidental 8, Incidental 10, Sandals, Incidental 93, Incidental 17, Incidental 36, Incidental 108, Incidental 64, Incidental 7, Incidental 60, Incidental 24B, Mrs. Puff, Highway Speed Patrol, Larry the Lobster, Sheldon J. Plankton, Karen Plankton, Health Inspector Andy Yellowtail, Sandy Cheeks",The Krabby Kronicle
